node_type,parent_node,join_type,relation_name,alias,plan_rows,actual_rows,startup_cost,total_cost,plan_width,selectivity,cost_ratio,log_plan_rows,filter,hash_cond,index_cond
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.05263157894736842,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,23.0,0.0,220.06,220.11,25.0,1.0,1.0002272107607018,1.361728,none,none,none
Sort,Limit,None,None,None,67.0,0.0,220.06,220.22,25.0,1.0,1.0007270744342451,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,215.71,218.21,25.0,1.0,1.0115896342311437,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,972.0,976.0,109.22,210.85,19.0,1.0,1.9305072331074895,2.987666,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,972.0,976.0,102.72,201.74,4.0,1.0,1.9639797507788164,2.987666,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,178.0,178.0,100.5,100.5,4.0,0.1831275720164609,1.0,2.25042,none,none,none
Seq Scan,Hash,None,film,f,178.0,178.0,0.0,100.5,4.0,1.0,100.5,2.25042,rating = 'g'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.205761316872428,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,16.0,16.0,292.54,292.58,95.0,1.0,1.0001367334381621,1.20412,none,none,none
Sort,Limit,None,None,None,249.0,16.0,292.54,293.16,95.0,1.0,1.0021193682915157,2.396199,none,none,none
Aggregate,Sort,None,None,None,249.0,51.0,276.97,286.31,95.0,1.0,1.0337220637614182,2.396199,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,753.0,828.0,62.75,271.33,91.0,1.0,4.323984063745019,2.876795,none,none,none
Hash Join,Nested Loop,Inner,None,None,215.0,237.0,62.47,152.61,91.0,0.2855245683930943,2.442932607651673,2.332438,none,film_id=film_id,none
Seq Scan,Hash Join,None,inventory,i,4581.0,4581.0,0.0,70.81,6.0,1.0,70.81,3.66096,none,none,none
Hash,Hash Join,None,None,None,47.0,53.0,61.88,61.88,89.0,0.2186046511627907,1.0,1.672098,none,none,none
Nested Loop,Hash,Inner,None,None,47.0,53.0,1.49,61.88,89.0,1.0,41.530201342281885,1.672098,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,69.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text ~~ '%family%'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,19.0,0.02127659574468085,2.392857142857143,0.0,length > #,none,none
Index Scan,Nested Loop,None,rental,r,4.0,3.0,0.29,0.51,8.0,0.005312084993359893,1.7586206896551726,0.60206,none,none,none
Limit,ROOT,None,None,None,27.0,19.0,62.52,62.59,85.0,1.0,1.0011196417146513,1.431364,none,none,none
Sort,Limit,None,None,None,27.0,19.0,62.52,62.59,85.0,1.0,1.0011196417146513,1.431364,none,none,none
Nested Loop,Sort,Inner,None,None,27.0,19.0,1.49,61.88,85.0,1.0,41.530201342281885,1.431364,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,56.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'horror'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.037037037037037035,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,27.0,0.0,222.58,222.65,25.0,1.0,1.000314493665199,1.431364,none,none,none
Sort,Limit,None,None,None,67.0,0.0,222.58,222.75,25.0,1.0,1.000763770329769,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,218.15,220.65,25.0,1.0,1.0114600045840019,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1218.0,1184.0,109.79,212.06,19.0,1.0,1.9315056016030603,3.085647,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1218.0,1184.0,103.29,202.3,4.0,1.0,1.958563268467422,3.085647,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,223.0,223.0,100.5,100.5,4.0,0.18308702791461412,1.0,2.348305,none,none,none
Seq Scan,Hash,None,film,f,223.0,223.0,0.0,100.5,4.0,1.0,100.5,2.348305,rating = 'pg-#'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.16420361247947454,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,44.0,0.0,221.11,221.22,25.0,1.0,1.0004974899371353,1.643453,none,none,none
Sort,Limit,None,None,None,67.0,0.0,221.11,221.28,25.0,1.0,1.0007688480846637,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,216.58,219.08,25.0,1.0,1.0115430787699695,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1060.0,1143.0,109.42,211.28,19.0,1.0,1.9309084262474867,3.025306,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1060.0,1143.0,102.92,201.94,4.0,1.0,1.9621064904780412,3.025306,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,194.0,194.0,100.5,100.5,4.0,0.1830188679245283,1.0,2.287802,none,none,none
Seq Scan,Hash,None,film,f,194.0,194.0,0.0,100.5,4.0,1.0,100.5,2.287802,rating = 'pg'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.18867924528301888,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,none,none,none
Aggregate,Limit,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,countpayment_id > #,none,none
Sort,Aggregate,None,None,None,1.0,0.0,298.78,298.78,21.0,1.0,1.0,0.0,none,none,none
Nested Loop,Sort,Inner,None,None,1.0,0.0,0.28,298.77,21.0,1.0,1067.0357142857142,0.0,none,none,none
Seq Scan,Nested Loop,None,payment,p,1.0,0.0,0.0,290.45,6.0,1.0,290.45,0.0,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Index Scan,Nested Loop,None,customer,c,1.0,0.0,0.28,8.29,17.0,1.0,29.60714285714285,0.0,none,none,none
Limit,ROOT,None,None,None,26.0,0.0,220.12,220.18,25.0,1.0,1.0002725785934945,1.414973,none,none,none
Sort,Limit,None,None,None,67.0,0.0,220.12,220.28,25.0,1.0,1.0007268762493184,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,215.71,218.21,25.0,1.0,1.0115896342311437,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,972.0,976.0,109.22,210.85,19.0,1.0,1.9305072331074895,2.987666,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,972.0,976.0,102.72,201.74,4.0,1.0,1.9639797507788164,2.987666,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,178.0,178.0,100.5,100.5,4.0,0.1831275720164609,1.0,2.25042,none,none,none
Seq Scan,Hash,None,film,f,178.0,178.0,0.0,100.5,4.0,1.0,100.5,2.25042,rating = 'g'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.205761316872428,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,47.0,47.0,0.56,245.73,25.0,1.0,438.8035714285714,1.672098,none,none,none
Aggregate,Limit,None,None,None,200.0,47.0,0.56,1043.82,25.0,1.0,1863.9642857142853,2.30103,countpayment_id > #,none,none
Merge Join,Aggregate,Inner,None,None,14595.0,1219.0,0.56,963.36,21.0,1.0,1720.2857142857142,4.164204,none,none,none
Index Scan,Merge Join,None,customer,c,599.0,48.0,0.28,37.63,17.0,0.041041452552243916,134.39285714285714,2.777427,none,none,none
Index Scan,Merge Join,None,payment,p,14595.0,1219.0,0.29,741.8,6.0,1.0,2557.9310344827586,4.164204,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Limit,ROOT,None,None,None,6.0,3.0,0.56,29.13,25.0,1.0,52.01785714285714,0.778151,none,none,none
Aggregate,Limit,None,None,None,200.0,3.0,0.56,952.91,25.0,1.0,1701.6249999999998,2.30103,countpayment_id > #,none,none
Merge Join,Aggregate,Inner,None,None,9400.0,9398.0,0.56,898.42,21.0,1.0,1604.3214285714284,3.973128,none,none,none
Index Scan,Merge Join,None,customer,c,599.0,599.0,0.28,37.63,17.0,0.06372340425531915,134.39285714285714,2.777427,none,none,none
Index Scan,Merge Join,None,payment,p,9400.0,9398.0,0.29,741.8,6.0,1.0,2557.9310344827586,3.973128,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Limit,ROOT,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,none,none,none
Aggregate,Limit,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,countpayment_id > #,none,none
Sort,Aggregate,None,None,None,1.0,0.0,298.78,298.78,21.0,1.0,1.0,0.0,none,none,none
Nested Loop,Sort,Inner,None,None,1.0,0.0,0.28,298.77,21.0,1.0,1067.0357142857142,0.0,none,none,none
Seq Scan,Nested Loop,None,payment,p,1.0,0.0,0.0,290.45,6.0,1.0,290.45,0.0,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Index Scan,Nested Loop,None,customer,c,1.0,0.0,0.28,8.29,17.0,1.0,29.60714285714285,0.0,none,none,none
Limit,ROOT,None,None,None,25.0,25.0,63.43,63.5,85.0,1.0,1.0011035787482263,1.39794,none,none,none
Sort,Limit,None,None,None,55.0,25.0,63.43,63.57,85.0,1.0,1.0022071574964528,1.740363,none,none,none
Nested Loop,Sort,Inner,None,None,55.0,51.0,1.49,61.88,85.0,1.0,41.530201342281885,1.740363,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'action'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,21.0,0.01818181818181818,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,9.0,9.0,62.13,62.15,85.0,1.0,1.0003219056816353,0.954243,none,none,none
Sort,Limit,None,None,None,13.0,9.0,62.13,62.16,85.0,1.0,1.0004828585224528,1.113943,none,none,none
Nested Loop,Sort,Inner,None,None,13.0,9.0,1.49,61.88,85.0,1.0,41.530201342281885,1.113943,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,56.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'horror'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.07692307692307693,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,29.0,29.0,63.22,63.3,85.0,1.0,1.0012654223347042,1.462398,none,none,none
Sort,Limit,None,None,None,48.0,29.0,63.22,63.34,85.0,1.0,1.0018981335020565,1.681241,none,none,none
Nested Loop,Sort,Inner,None,None,48.0,44.0,1.49,61.88,85.0,1.0,41.530201342281885,1.681241,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,56.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'horror'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,21.0,0.020833333333333332,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,13.0,14.0,62.13,62.16,85.0,1.0,1.0004828585224528,1.113943,none,none,none
Sort,Limit,None,None,None,13.0,14.0,62.13,62.16,85.0,1.0,1.0004828585224528,1.113943,none,none,none
Nested Loop,Sort,Inner,None,None,13.0,14.0,1.49,61.89,85.0,1.0,41.53691275167785,1.113943,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'action'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.07692307692307693,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,14.0,8.0,222.76,222.8,95.0,1.0,1.0001795654516072,1.146128,none,none,none
Sort,Limit,None,None,None,128.0,8.0,222.76,223.08,95.0,1.0,1.001436523612857,2.10721,none,none,none
Aggregate,Sort,None,None,None,128.0,8.0,214.9,219.69,95.0,1.0,1.0222894369474174,2.10721,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,385.0,400.0,62.47,212.01,91.0,1.0,3.39378901872899,2.585461,none,none,none
Hash Join,Nested Loop,Inner,None,None,110.0,111.0,62.18,151.27,91.0,0.2857142857142857,2.4327758121582503,2.041393,none,film_id=film_id,none
Seq Scan,Hash Join,None,inventory,i,4581.0,4581.0,0.0,70.81,6.0,1.0,70.81,3.66096,none,none,none
Hash,Hash Join,None,None,None,24.0,26.0,61.88,61.88,89.0,0.21818181818181817,1.0,1.380211,none,none,none
Nested Loop,Hash,Inner,None,None,24.0,26.0,1.49,61.88,89.0,1.0,41.530201342281885,1.380211,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,58.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text ~~ '%comedy%'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,19.0,0.041666666666666664,2.392857142857143,0.0,length > #,none,none
Index Scan,Nested Loop,None,rental,r,4.0,4.0,0.29,0.51,8.0,0.01038961038961039,1.7586206896551726,0.60206,none,none,none
Limit,ROOT,None,None,None,7.0,1.0,207.06,207.08,95.0,1.0,1.000096590360282,0.845098,none,none,none
Sort,Limit,None,None,None,102.0,1.0,207.06,207.32,95.0,1.0,1.0012556746836665,2.0086,none,none,none
Aggregate,Sort,None,None,None,102.0,1.0,201.31,205.12,95.0,1.0,1.018926034474194,2.0086,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,305.0,286.0,62.41,199.02,91.0,1.0,3.1889120333279926,2.4843,none,none,none
Hash Join,Nested Loop,Inner,None,None,87.0,84.0,62.12,150.98,91.0,0.28524590163934427,2.430457179652286,1.939519,none,film_id=film_id,none
Seq Scan,Hash Join,None,inventory,i,4581.0,4581.0,0.0,70.81,6.0,1.0,70.81,3.66096,none,none,none
Hash,Hash Join,None,None,None,19.0,17.0,61.88,61.88,89.0,0.21839080459770116,1.0,1.278754,none,none,none
Nested Loop,Hash,Inner,None,None,19.0,17.0,1.49,61.88,89.0,1.0,41.530201342281885,1.278754,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text ~~ '%action%'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,19.0,0.05263157894736842,2.392857142857143,0.0,length > #,none,none
Index Scan,Nested Loop,None,rental,r,4.0,3.0,0.29,0.51,8.0,0.013114754098360656,1.7586206896551726,0.60206,none,none,none
Limit,ROOT,None,None,None,5.0,5.0,246.03,246.04,95.0,1.0,1.000040645449742,0.69897,none,none,none
Sort,Limit,None,None,None,171.0,5.0,246.03,246.45,95.0,1.0,1.0017071088891598,2.232996,none,none,none
Aggregate,Sort,None,None,None,171.0,13.0,236.77,243.19,95.0,1.0,1.0271149216539257,2.232996,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,515.0,605.0,62.57,232.91,91.0,1.0,3.7223909221671727,2.711807,none,none,none
Hash Join,Nested Loop,Inner,None,None,147.0,173.0,62.28,151.74,91.0,0.2854368932038835,2.4364161849710984,2.167317,none,film_id=film_id,none
Seq Scan,Hash Join,None,inventory,i,4581.0,4581.0,0.0,70.81,6.0,1.0,70.81,3.66096,none,none,none
Hash,Hash Join,None,None,None,32.0,34.0,61.88,61.88,89.0,0.21768707482993196,1.0,1.50515,none,none,none
Nested Loop,Hash,Inner,None,None,32.0,34.0,1.49,61.88,89.0,1.0,41.530201342281885,1.50515,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,62.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text ~~ '%drama%'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,19.0,0.03125,2.392857142857143,0.0,length > #,none,none
Index Scan,Nested Loop,None,rental,r,4.0,3.0,0.29,0.51,8.0,0.007766990291262136,1.7586206896551726,0.60206,none,none,none
Limit,ROOT,None,None,None,21.0,21.0,0.56,110.1,25.0,1.0,196.60714285714283,1.322219,none,none,none
Aggregate,Limit,None,None,None,200.0,21.0,0.56,1043.82,25.0,1.0,1863.9642857142853,2.30103,countpayment_id > #,none,none
Merge Join,Aggregate,Inner,None,None,14595.0,528.0,0.56,963.36,21.0,1.0,1720.2857142857142,4.164204,none,none,none
Index Scan,Merge Join,None,customer,c,599.0,22.0,0.28,37.63,17.0,0.041041452552243916,134.39285714285714,2.777427,none,none,none
Index Scan,Merge Join,None,payment,p,14595.0,528.0,0.29,741.8,6.0,1.0,2557.9310344827586,4.164204,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Limit,ROOT,None,None,None,58.0,58.0,0.56,303.11,25.0,1.0,541.2678571428571,1.763428,none,none,none
Aggregate,Limit,None,None,None,200.0,58.0,0.56,1043.82,25.0,1.0,1863.9642857142853,2.30103,countpayment_id > #,none,none
Merge Join,Aggregate,Inner,None,None,14595.0,1514.0,0.56,963.36,21.0,1.0,1720.2857142857142,4.164204,none,none,none
Index Scan,Merge Join,None,customer,c,599.0,60.0,0.28,37.63,17.0,0.041041452552243916,134.39285714285714,2.777427,none,none,none
Index Scan,Merge Join,None,payment,p,14595.0,1514.0,0.29,741.8,6.0,1.0,2557.9310344827586,4.164204,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Limit,ROOT,None,None,None,15.0,15.0,62.4,62.44,85.0,1.0,1.0006410256410256,1.176091,none,none,none
Sort,Limit,None,None,None,23.0,15.0,62.4,62.46,85.0,1.0,1.0009615384615385,1.361728,none,none,none
Nested Loop,Sort,Inner,None,None,23.0,27.0,1.49,61.88,85.0,1.0,41.530201342281885,1.361728,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,62.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'drama'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.043478260869565216,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,9.0,9.0,198.0,198.03,95.0,1.0,1.0001515151515152,0.954243,none,none,none
Sort,Limit,None,None,None,85.0,9.0,198.0,198.22,95.0,1.0,1.001111111111111,1.929419,none,none,none
Aggregate,Sort,None,None,None,85.0,12.0,193.03,196.23,95.0,1.0,1.0165777340309796,1.929419,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,256.0,264.0,62.37,191.11,91.0,1.0,3.064133397466731,2.40824,none,none,none
Hash Join,Nested Loop,Inner,None,None,73.0,77.0,62.08,150.8,91.0,0.28515625,2.4291237113402064,1.863323,none,film_id=film_id,none
Seq Scan,Hash Join,None,inventory,i,4581.0,4581.0,0.0,70.81,6.0,1.0,70.81,3.66096,none,none,none
Hash,Hash Join,None,None,None,16.0,16.0,61.88,61.88,89.0,0.2191780821917808,1.0,1.20412,none,none,none
Nested Loop,Hash,Inner,None,None,16.0,16.0,1.49,61.88,89.0,1.0,41.530201342281885,1.20412,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text ~~ '%action%'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,19.0,0.0625,2.392857142857143,0.0,length > #,none,none
Index Scan,Nested Loop,None,rental,r,4.0,3.0,0.29,0.51,8.0,0.015625,1.7586206896551726,0.60206,none,none,none
Limit,ROOT,None,None,None,28.0,28.0,250.8,250.87,95.0,1.0,1.000279106858054,1.447158,none,none,none
Sort,Limit,None,None,None,175.0,28.0,250.8,251.23,95.0,1.0,1.0017145135566188,2.243038,none,none,none
Aggregate,Sort,None,None,None,175.0,34.0,239.14,245.71,95.0,1.0,1.0274734465166848,2.243038,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,529.0,630.0,62.58,235.17,91.0,1.0,3.7579098753595397,2.723456,none,none,none
Hash Join,Nested Loop,Inner,None,None,151.0,180.0,62.3,151.79,91.0,0.28544423440453687,2.436436597110754,2.178977,none,film_id=film_id,none
